id,type,bounding box,r,g,b
138,2,"[0.30009278655052185, 0.30009278655052185, 0.30009278655052185]",0.996078431372549,0.7137254901960784,0.0
139,2,"[0.07192382961511612, 0.07192382961511612, 0.07192382961511612]",0.8196078431372549,0.48627450980392156,0.6196078431372549
140,2,"[0.253186970949173, 0.253186970949173, 0.253186970949173]",0.4117647058823529,0.20392156862745098,0.4588235294117647
141,2,"[0.31890156865119934, 0.31890156865119934, 0.31890156865119934]",0.10196078431372549,0.5607843137254902,0.6823529411764706
142,2,"[0.28601929545402527, 0.28601929545402527, 0.28601929545402527]",0.09803921568627451,0.09803921568627451,0.09803921568627451
143,2,"[0.1757906973361969, 0.1757906973361969, 0.1757906973361969]",0.0,0.0,0.0
144,2,"[0.3063235878944397, 0.3063235878944397, 0.3063235878944397]",1.0,1.0,1.0
145,2,"[0.30784904956817627, 0.30784904956817627, 0.30784904956817627]",0.8196078431372549,0.48627450980392156,0.6196078431372549
146,2,"[0.39982539415359497, 0.39982539415359497, 0.39982539415359497]",0.996078431372549,0.7137254901960784,0.0
147,2,"[0.2589658200740814, 0.2589658200740814, 0.2589658200740814]",0.8627450980392157,0.2549019607843137,0.00784313725490196
148,2,"[0.4829549491405487, 0.4829549491405487, 0.4829549491405487]",0.0,0.4549019607843137,0.2549019607843137
149,2,"[0.09809190034866333, 0.09809190034866333, 0.09809190034866333]",0.0,0.5803921568627451,0.23529411764705882
150,2,"[0.38610219955444336, 0.38610219955444336, 0.38610219955444336]",0.996078431372549,0.7137254901960784,0.0
151,2,"[0.18563880026340485, 0.18563880026340485, 0.18563880026340485]",0.0,0.4549019607843137,0.2549019607843137
152,2,"[0.2050824910402298, 0.2050824910402298, 0.2050824910402298]",0.01568627450980392,0.44313725490196076,0.6431372549019608
153,2,"[0.23475761711597443, 0.23475761711597443, 0.23475761711597443]",0.0,0.5803921568627451,0.23529411764705882
154,2,"[0.07897862792015076, 0.07897862792015076, 0.07897862792015076]",0.30196078431372547,0.14901960784313725,0.11764705882352941
155,2,"[0.4604035019874573, 0.4604035019874573, 0.4604035019874573]",0.8627450980392157,0.2549019607843137,0.00784313725490196
156,2,"[0.2516365647315979, 0.2516365647315979, 0.2516365647315979]",0.9176470588235294,0.596078431372549,0.7176470588235294
157,2,"[0.3931120038032532, 0.3931120038032532, 0.3931120038032532]",0.09803921568627451,0.09803921568627451,0.09803921568627451
158,2,"[0.1848655343055725, 0.1848655343055725, 0.1848655343055725]",0.996078431372549,0.7137254901960784,0.0
159,2,"[0.3205506503582001, 0.3205506503582001, 0.3205506503582001]",0.0,0.5803921568627451,0.23529411764705882
160,2,"[0.45356857776641846, 0.45356857776641846, 0.45356857776641846]",0.0392156862745098,0.0392156862745098,0.0392156862745098
161,2,"[0.15597903728485107, 0.15597903728485107, 0.15597903728485107]",0.0,0.5803921568627451,0.23529411764705882
162,2,"[0.48503559827804565, 0.48503559827804565, 0.48503559827804565]",0.2823529411764706,0.14901960784313725,0.09411764705882353
163,2,"[0.10860758274793625, 0.10860758274793625, 0.10860758274793625]",0.4117647058823529,0.20392156862745098,0.4588235294117647
164,2,"[0.1850045919418335, 0.1850045919418335, 0.1850045919418335]",0.047058823529411764,0.5607843137254902,1.1098039215686275
165,2,"[0.17953436076641083, 0.17953436076641083, 0.17953436076641083]",0.9176470588235294,0.596078431372549,0.7176470588235294
166,3,"[0.1130390465259552, 0.1130390465259552, 0.1130390465259552]",0.8627450980392157,0.2549019607843137,0.00784313725490196
167,3,"[0.4782496392726898, 0.4782496392726898, 0.4782496392726898]",0.7098039215686275,0.1450980392156863,0.14901960784313725
168,3,"[0.18224656581878662, 0.18224656581878662, 0.18224656581878662]",0.7098039215686275,0.1450980392156863,0.14901960784313725
169,3,"[0.448351114988327, 0.448351114988327, 0.448351114988327]",0.9176470588235294,0.596078431372549,0.7176470588235294
170,3,"[0.422616571187973, 0.422616571187973, 0.422616571187973]",0.8196078431372549,0.48627450980392156,0.6196078431372549
171,3,"[0.3559151887893677, 0.3559151887893677, 0.3559151887893677]",0.4117647058823529,0.20392156862745098,0.4588235294117647
172,3,"[0.34015363454818726, 0.34015363454818726, 0.34015363454818726]",0.4117647058823529,0.20392156862745098,0.4588235294117647
173,3,"[0.2691204845905304, 0.2691204845905304, 0.2691204845905304]",0.996078431372549,0.7137254901960784,0.0
174,3,"[0.21400175988674164, 0.21400175988674164, 0.21400175988674164]",0.0,0.5803921568627451,0.23529411764705882
175,3,"[0.11021295934915543, 0.11021295934915543, 0.11021295934915543]",0.0,0.4549019607843137,0.2549019607843137
176,3,"[0.08627444505691528, 0.08627444505691528, 0.08627444505691528]",0.2823529411764706,0.14901960784313725,0.09411764705882353
177,3,"[0.16311664879322052, 0.16311664879322052, 0.16311664879322052]",0.8627450980392157,0.2549019607843137,0.00784313725490196
178,3,"[0.15010349452495575, 0.15010349452495575, 0.15010349452495575]",0.0,0.4549019607843137,0.2549019607843137
179,3,"[0.38475704193115234, 0.38475704193115234, 0.38475704193115234]",0.996078431372549,0.7137254901960784,0.0
180,3,"[0.1665927767753601, 0.1665927767753601, 0.1665927767753601]",0.7098039215686275,0.1450980392156863,0.14901960784313725
181,3,"[0.1997571438550949, 0.1997571438550949, 0.1997571438550949]",0.5529411764705883,0.043137254901960784,0.09411764705882353
182,3,"[0.374563604593277, 0.374563604593277, 0.374563604593277]",0.9176470588235294,0.596078431372549,0.7176470588235294
183,3,"[0.09092417359352112, 0.09092417359352112, 0.09092417359352112]",0.9176470588235294,0.596078431372549,0.7176470588235294
184,3,"[0.0947304293513298, 0.0947304293513298, 0.0947304293513298]",0.8196078431372549,0.48627450980392156,0.6196078431372549
185,3,"[0.3425908386707306, 0.3425908386707306, 0.3425908386707306]",0.9725490196078431,0.9725490196078431,0.9725490196078431
186,3,"[0.24463632702827454, 0.24463632702827454, 0.24463632702827454]",0.7098039215686275,0.1450980392156863,0.14901960784313725
187,3,"[0.4283624589443207, 0.4283624589443207, 0.4283624589443207]",0.8627450980392157,0.2549019607843137,0.00784313725490196
188,3,"[0.06518737226724625, 0.06518737226724625, 0.06518737226724625]",0.7098039215686275,0.1450980392156863,0.14901960784313725
189,3,"[0.35718345642089844, 0.35718345642089844, 0.35718345642089844]",0.7098039215686275,0.1450980392156863,0.14901960784313725
190,3,"[0.4433295726776123, 0.4433295726776123, 0.4433295726776123]",0.9725490196078431,0.9725490196078431,0.9725490196078431
191,3,"[0.32470378279685974, 0.32470378279685974, 0.32470378279685974]",0.2823529411764706,0.14901960784313725,0.09411764705882353
192,3,"[0.1414184719324112, 0.1414184719324112, 0.1414184719324112]",0.9176470588235294,0.596078431372549,0.7176470588235294
193,3,"[0.43818655610084534, 0.43818655610084534, 0.43818655610084534]",0.0,0.0,0.0
194,3,"[0.18661050498485565, 0.18661050498485565, 0.18661050498485565]",0.996078431372549,0.7137254901960784,0.0
195,3,"[0.43648457527160645, 0.43648457527160645, 0.43648457527160645]",0.5529411764705883,0.043137254901960784,0.09411764705882353
196,3,"[0.40297409892082214, 0.40297409892082214, 0.40297409892082214]",0.2823529411764706,0.14901960784313725,0.09411764705882353
197,3,"[0.34957101941108704, 0.34957101941108704, 0.34957101941108704]",0.09803921568627451,0.09803921568627451,0.09803921568627451
198,3,"[0.09185295552015305, 0.09185295552015305, 0.09185295552015305]",0.09803921568627451,0.09803921568627451,0.09803921568627451
199,3,"[0.11668866127729416, 0.11668866127729416, 0.11668866127729416]",0.8627450980392157,0.2549019607843137,0.00784313725490196
200,3,"[0.46626824140548706, 0.46626824140548706, 0.46626824140548706]",0.0,0.0,0.0
201,3,"[0.2613394260406494, 0.2613394260406494, 0.2613394260406494]",0.0392156862745098,0.0392156862745098,0.0392156862745098
202,3,"[0.22969430685043335, 0.22969430685043335, 0.22969430685043335]",0.9176470588235294,0.596078431372549,0.7176470588235294
203,3,"[0.10000606626272202, 0.10000606626272202, 0.10000606626272202]",0.9725490196078431,0.9725490196078431,0.9725490196078431
204,3,"[0.3761124610900879, 0.3761124610900879, 0.3761124610900879]",0.27058823529411763,0.1568627450980392,0.08627450980392157
205,3,"[0.33167901635169983, 0.33167901635169983, 0.33167901635169983]",0.8627450980392157,0.2549019607843137,0.00784313725490196
206,3,"[0.23466964066028595, 0.23466964066028595, 0.23466964066028595]",0.0392156862745098,0.0392156862745098,0.0392156862745098
207,3,"[0.27471691370010376, 0.27471691370010376, 0.27471691370010376]",0.10196078431372549,0.5607843137254902,0.6823529411764706
208,3,"[0.25510546565055847, 0.25510546565055847, 0.25510546565055847]",0.996078431372549,0.7137254901960784,0.0
209,3,"[0.3918873071670532, 0.3918873071670532, 0.3918873071670532]",0.8627450980392157,0.2549019607843137,0.00784313725490196
210,3,"[0.428902268409729, 0.428902268409729, 0.428902268409729]",0.996078431372549,0.7137254901960784,0.0
211,3,"[0.3344486355781555, 0.3344486355781555, 0.3344486355781555]",0.0,0.5803921568627451,0.23529411764705882
212,3,"[0.4912688136100769, 0.4912688136100769, 0.4912688136100769]",0.30196078431372547,0.14901960784313725,0.11764705882352941
213,3,"[0.3698211908340454, 0.3698211908340454, 0.3698211908340454]",0.9176470588235294,0.596078431372549,0.7176470588235294
214,3,"[0.2918865978717804, 0.2918865978717804, 0.2918865978717804]",0.27058823529411763,0.1568627450980392,0.08627450980392157
215,3,"[0.2568507492542267, 0.2568507492542267, 0.2568507492542267]",0.7098039215686275,0.1450980392156863,0.14901960784313725
216,3,"[0.3669149875640869, 0.3669149875640869, 0.3669149875640869]",0.0392156862745098,0.0392156862745098,0.0392156862745098
217,3,"[0.4346342384815216, 0.4346342384815216, 0.4346342384815216]",0.996078431372549,0.7137254901960784,0.0
218,3,"[0.18382912874221802, 0.18382912874221802, 0.18382912874221802]",0.25882352941176473,0.14901960784313725,0.29411764705882354
219,3,"[0.21078823506832123, 0.21078823506832123, 0.21078823506832123]",0.43137254901960786,0.43137254901960786,0.43137254901960786
220,3,"[0.1733500361442566, 0.1733500361442566, 0.1733500361442566]",0.996078431372549,0.7137254901960784,0.0
221,4,"[0.46079862117767334, 0.46079862117767334, 0.4607986807823181]",0.996078431372549,0.7137254901960784,0.0
222,4,"[0.46984460949897766, 0.46984460949897766, 0.46984466910362244]",0.09803921568627451,0.09803921568627451,0.09803921568627451
223,4,"[0.30219125747680664, 0.30219125747680664, 0.30219128727912903]",0.5686274509803921,0.5686274509803921,0.5686274509803921
224,4,"[0.37631165981292725, 0.37631165981292725, 0.376311719417572]",0.25882352941176473,0.14901960784313725,0.29411764705882354
225,4,"[0.4360394775867462, 0.4360394775867462, 0.436039537191391]",0.0,0.4549019607843137,0.2549019607843137
226,4,"[0.08350435644388199, 0.08350435644388199, 0.08350436389446259]",0.2823529411764706,0.14901960784313725,0.09411764705882353
227,4,"[0.4968912601470947, 0.4968912601470947, 0.4968913197517395]",0.8196078431372549,0.48627450980392156,0.6196078431372549
228,4,"[0.14285214245319366, 0.14285214245319366, 0.14285215735435486]",1.0,1.0,1.0
229,4,"[0.19301947951316833, 0.19301947951316833, 0.19301950931549072]",1.0,1.0,1.0
230,4,"[0.1773657351732254, 0.1773657351732254, 0.1773657500743866]",0.25882352941176473,0.14901960784313725,0.29411764705882354
231,4,"[0.11423269659280777, 0.11423269659280777, 0.11423271149396896]",0.8627450980392157,0.2549019607843137,0.00784313725490196
232,4,"[0.05299924686551094, 0.05299924686551094, 0.05299925431609154]",0.7098039215686275,0.1450980392156863,0.14901960784313725
233,4,"[0.32419031858444214, 0.32419031858444214, 0.3241903483867645]",0.8627450980392157,0.2549019607843137,0.00784313725490196
234,4,"[0.4072791337966919, 0.4072791337966919, 0.40727919340133667]",0.7098039215686275,0.1450980392156863,0.14901960784313725
235,4,"[0.220802903175354, 0.220802903175354, 0.2208029329776764]",0.9803921568627451,0.9803921568627451,0.9803921568627451
236,4,"[0.4487537145614624, 0.4487537145614624, 0.4487537741661072]",0.0,0.5803921568627451,0.23529411764705882
237,4,"[0.10111434012651443, 0.10111434012651443, 0.10111435502767563]",0.0,0.5803921568627451,0.23529411764705882
238,4,"[0.49490636587142944, 0.49490636587142944, 0.4949064254760742]",0.047058823529411764,0.5607843137254902,1.1098039215686275
239,4,"[0.16794276237487793, 0.16794276237487793, 0.16794277727603912]",0.01568627450980392,0.44313725490196076,0.6431372549019608
240,4,"[0.05815384164452553, 0.05815384164452553, 0.058153849095106125]",0.7098039215686275,0.1450980392156863,0.14901960784313725
241,4,"[0.18390247225761414, 0.18390247225761414, 0.18390248715877533]",1.0,1.0,1.0
242,4,"[0.36665377020835876, 0.36665377020835876, 0.36665380001068115]",0.8627450980392157,0.2549019607843137,0.00784313725490196
243,4,"[0.12937213480472565, 0.12937213480472565, 0.12937214970588684]",0.30196078431372547,0.14901960784313725,0.11764705882352941
244,4,"[0.4202120304107666, 0.4202120304107666, 0.4202120900154114]",0.043137254901960784,0.44313725490196076,0.5647058823529412
245,4,"[0.4084077775478363, 0.4084077775478363, 0.4084078371524811]",0.8196078431372549,0.48627450980392156,0.6196078431372549
246,4,"[0.26916658878326416, 0.26916658878326416, 0.26916661858558655]",0.8196078431372549,0.48627450980392156,0.6196078431372549
247,4,"[0.0675274208188057, 0.0675274208188057, 0.06752742826938629]",0.5686274509803921,0.5686274509803921,0.5686274509803921
248,4,"[0.3351883590221405, 0.3351883590221405, 0.3351883888244629]",0.0,0.0,0.0
249,4,"[0.38966336846351624, 0.38966336846351624, 0.389663428068161]",0.5529411764705883,0.043137254901960784,0.09411764705882353
250,4,"[0.29302284121513367, 0.29302284121513367, 0.29302287101745605]",0.2823529411764706,0.14901960784313725,0.09411764705882353
251,4,"[0.38971078395843506, 0.38971078395843506, 0.38971084356307983]",0.0,0.5803921568627451,0.23529411764705882
252,4,"[0.3401854634284973, 0.3401854634284973, 0.3401854932308197]",0.8627450980392157,0.2549019607843137,0.00784313725490196
253,4,"[0.13256438076496124, 0.13256438076496124, 0.13256439566612244]",0.5686274509803921,0.5686274509803921,0.5686274509803921
254,4,"[0.3285437524318695, 0.3285437524318695, 0.3285437822341919]",0.03137254901960784,0.5686274509803921,0.7333333333333333
255,4,"[0.13460227847099304, 0.13460227847099304, 0.13460229337215424]",0.5529411764705883,0.043137254901960784,0.09411764705882353
256,4,"[0.22871965169906616, 0.22871965169906616, 0.22871968150138855]",0.0,0.0,0.0
257,4,"[0.29515454173088074, 0.29515454173088074, 0.2951545715332031]",0.8196078431372549,0.48627450980392156,0.6196078431372549
258,4,"[0.3945934474468231, 0.3945934474468231, 0.3945935070514679]",0.5529411764705883,0.043137254901960784,0.09411764705882353
259,4,"[0.2965322732925415, 0.2965322732925415, 0.2965323030948639]",0.8627450980392157,0.2549019607843137,0.00784313725490196
260,4,"[0.19978567957878113, 0.19978567957878113, 0.19978570938110352]",0.10196078431372549,0.5607843137254902,0.6823529411764706
261,4,"[0.2971937358379364, 0.2971937358379364, 0.2971937656402588]",0.25882352941176473,0.14901960784313725,0.29411764705882354
262,4,"[0.42505723237991333, 0.42505723237991333, 0.4250572919845581]",0.9176470588235294,0.596078431372549,0.7176470588235294
263,4,"[0.11836565285921097, 0.11836565285921097, 0.11836566776037216]",0.9803921568627451,0.9803921568627451,0.9803921568627451
264,4,"[0.29520636796951294, 0.29520636796951294, 0.2952063977718353]",0.0,0.4549019607843137,0.2549019607843137
265,4,"[0.32551729679107666, 0.32551729679107666, 0.32551732659339905]",0.25882352941176473,0.14901960784313725,0.29411764705882354
266,4,"[0.08622371405363083, 0.08622371405363083, 0.08622372150421143]",0.8196078431372549,0.48627450980392156,0.6196078431372549
267,4,"[0.15483920276165009, 0.15483920276165009, 0.15483921766281128]",0.9176470588235294,0.596078431372549,0.7176470588235294
268,4,"[0.22309215366840363, 0.22309215366840363, 0.223092183470726]",0.25882352941176473,0.14901960784313725,0.29411764705882354
269,4,"[0.26572057604789734, 0.26572057604789734, 0.2657206058502197]",0.5019607843137255,0.5019607843137255,0.5019607843137255
270,4,"[0.271811306476593, 0.271811306476593, 0.2718113362789154]",0.5529411764705883,0.043137254901960784,0.09411764705882353
271,4,"[0.49787637591362, 0.49787637591362, 0.49787643551826477]",0.996078431372549,0.7137254901960784,0.0
272,4,"[0.18551471829414368, 0.18551471829414368, 0.18551473319530487]",0.03137254901960784,0.5686274509803921,0.7333333333333333
273,4,"[0.2973788380622864, 0.2973788380622864, 0.29737886786460876]",0.0,0.0,0.0
274,4,"[0.13393540680408478, 0.13393540680408478, 0.13393542170524597]",0.0,0.5803921568627451,0.23529411764705882
275,4,"[0.3712323009967804, 0.3712323009967804, 0.3712323307991028]",0.5019607843137255,0.5019607843137255,0.5019607843137255
